name,alias,coarse_categories,fine_categories,cuisines,associated_cuisines,area,countries,region1,region2,region3,region4,region5,text_description
Potjiekos,[{'small-pot food': 'English'}],['meat' 'stew'],['lamb' 'pork' 'stew'],['South African'],['South African'],['South Africa'],['South Africa'],Southern Africa,,,,,"The dish is made by first adding cooking oil to a potjie, and placed on a fire until hot. Meat is added, typically lamb or pork. The meat is spiced and often a form of alcohol is added for flavor - mostly beer or a dessert wine."
Vetkoek,"[{'igwinya': 'Xhosa'}, {'amagwinya': 'Xhosa'}, {'igwinya': 'Zulu'}, {'amagwinya': 'Zulu'}]",['bread'],['bread'],['South African'],['South African'],['South Africa'],['South Africa'],Southern Africa,,,,,"The dish is a fried dough similar in shape to a doughnut without a hole, and is made with a yeast dough. The dish is also often made alongside a curry mince, which is stuffed inside."
Bunny chow,"[{'kota': 'not_stated'}, {'skhambane': 'not_stated'}, {'shibobo': 'not_stated'}]",['bread'],['stuffed bread' 'bread bowl'],['South African'],['South African'],['Durban'],['South Africa'],Southern Africa,,,,,The dish consisting of a hollowed-out loaf of white bread filled with curry and a serving of salad on the side.
Samosa,"[{'Sambosag': 'Persian'}, {'سمبوسگ': 'Persian'}, {'سموسہ': 'Urdu'}, {'समोसा': 'Hindi'}, {'Sanbosag': 'Middle Persian'}, {'Sambusak': 'Arabic'}, {'Sambusaj': 'Arabic'}]",['pastry'],['dumpling'],['Indian' 'Middle Eastern'],['Indian' 'Middle Eastern'],['India' 'Middle East'],['Global'],Global,,,,,"The dish is a pastry with a savory filling, mostly Vegetable, spiced potatoes, onions, peas, also non-vegetarian meat, or fish. It is made into different shapes, including triangular, cone, or crescent, depending on the region."
Pirozhki,"[{'пирожки́': 'Russian'}, {'вариныкие': 'Ukrainian'}, {'pyrohy': 'Ukrainian'}, {'doukhoborese': 'not_stated'}, {'пирог': 'Russian'}, {'пирог': 'Russian'}, {'vareniki': 'Russian'}]",['bread'],['stuffed bread'],['Russian'],['Russian'],['Russia'],"['Russia' 'Armenia' 'Azerbaijan' 'Belarus' 'Estonia' 'Finland' 'Iran'
 'Kazakhstan' 'Kyrgyzstan' 'Latvia' 'Macedonia' 'Mongolia' 'Greece'
 'Serbia' 'Tajikistan' 'Turkmenistan' 'Ukraine' 'Uzbekistan']",Global,,,,,"The dish is a baked or fried yeast-leavened boat-shaped buns with a variety of fillings. They come in sweet or savory varieties. Common savory fillings include ground meat, mashed potato, mushrooms, boiled egg with scallions, or cabbage. Typical sweet fillings are fruit (apple, cherry, apricot, lemon), jam, or tvorog"
Matapa,[{'no_alias': []}],['vegetable'],['cassava leaf'],['Mozambican'],['Mozambican'],['Mozambique'],['Mozambique'],Eastern Africa,,,,,"The dish is prepared with young cassava leaves, which are usually ground in a large wooden mortar and pestle before being cooked with garlic, onion and coconut milk."
Konro,[],['soup'],['beef soup' 'beef ribs'],['Indonesian'],['Indonesian'],['Makassar'],['Indonesia'],South Eastern Asia,,,,,"This soup is made with ribs, such as spareribs or beef as main ingredient. The soup is brown-black in color and eaten either with rice cake cut into bite-size pieces or rice. The spicy and strong-tasting soup is made from a mixture of rich spices, which includes coriander, a fruit that gives it its blackish color, also small amount of nutmeg, turmeric, galangal, cinnamon, tamarind, lemongrass, clove, and  bayleaf."
Pan de jamón,[{'no_alias': ''}],['bread'],['stuffed bread'],['Venezuelan'],['Venezuelan'],['Venezuela'],['Venezuela'],South America,,,,,"The dish is a bread, filled with ham, raisins and green olives. Many variations have been created, some filling the bread with other ingredients like turkey or cream cheese and others using puff pastry as the dough."
Schnitz un knepp,[{'no_alias': []}],['meat'],['ham' 'pork'],['American'],['American'],['Pennsylvania'],['United States'],Northern America,,,,,The dish consists of ham or pork shoulder with dried apples and dumplings.
Toast Hawaii,[{'no_alias': 'not_stated'}],['bread'],['sandwich'],['German'],['German'],['Germany'],['Germany'],Western Europe,,,,,"The dish is an open sandwich consisting of a slice of toast with ham and cheese, and a maraschino cherry in the middle of a pineapple slice, baked so that the cheese starts to melt."
Senate bean soup,[{'no_alias': 'not_stated'}],['soup'],['bean soup'],['American'],['American'],['United States'],['United States'],Northern America,,,,,"The dish is a soup made with navy beans, ham hocks, and onion."
Schweinshaxe,"[{'Schweinshaxn': 'Bavarian German'}, {'Sauhax': 'Bavarian German'}, {'Sauhaxn': 'Bavarian German'}, {'Eisbein': 'German'}]",['meat'],['pork'],['German'],['German'],['Germany'],['Germany' 'Austria'],Western Europe,,,,,"The dish is a roasted ham hock (or pork knuckle). The ham hock is the end of the pig's leg, just above the ankle and below the meaty ham portion."
Pata tim,[{'no_alias': []}],['meat'],['pork'],['Filipino'],['Filipino'],['Philippines'],['Philippines'],South Eastern Asia,,,,,"The dish is a braised pork hock dish slow-cooked until very tender in soy sauce, black peppercorns, garlic, bay leaves, and star anise sweetened with sugar."
Paksiw na baboy,"[{'host1.com': 'not_stated'}, {'ssh': 'not_stated'}, {'host2.com': 'not_stated'}, {'local': 'not_stated'}]",['meat'],['pork'],['Filipino'],['Filipino'],['Philippines'],['Philippines'],South Eastern Asia,,,,,"The dish consists of pork, usually hock or shank, cooked in ingredients similar to those in adobo but with the addition of sugar and banana blossoms (or pineapples) to make it sweeter and water to keep the meat moist and to yield a rich sauce."
Eisbein,"[{'Schweinshaxe': 'German'}, {'golonka': 'Polish'}, {'golonko': 'Polish'}, {'fläsklägg med rotmos': 'Swedish'}, {'Wädli': 'German'}, {'Stelze': 'German'}]",['meat'],['cured pork'],['German'],['German'],['Germany'],['Germany'],Western Europe,,,,,"The dish consists of corned ham hock, usually cured and slightly boiled."
Crispy pata,[{'alias': 'not_stated'}],['meat'],['fried pork'],['Filipino'],['Filipino'],['Philippines'],['Philippines'],South Eastern Asia,,,,,The dish consists of deep fried pig trotters or knuckles served with a soy-vinegar dip.
Akashiyaki,[{'明石焼き': 'Japanese'}],['dumpling'],['fried dumpling'],['Japanese'],['Japanese'],['Akashi'],['Japan'],Eastern Asia,,,,,The dish is a small round dumpling. The dumpling is made of an egg-rich batter and octopus dipped into a thin fish broth before eating.
Akok,[{'اكوق': 'Jawi'}],['dessert' 'snack'],['dessert' 'snack'],['Malaysian'],['Malaysian'],['Kelantan' 'Terengganu'],['Malaysia'],South Eastern Asia,,,,,"The dish can be consumed as a snack or as a dessert. It is made with flour, sugar, eggs, and coconut milk. The dish has two main variants. The former consists of the ingredients aforementioned. While the latter incorporates brown sugar or palm sugar into the batter mixture, which gives it a darker colouration."
Aletria,[{'param': 'no_alias'}],['dessert'],['custard'],['Portuguese'],['Portuguese'],['Portugal'],['Portugal'],Southern Europe,,,,,The dish is a custardy dessert based on thin like pasta.
Ant egg soup,[{'Gaeng Khai Moht': 'Lao'}],['soup'],['ant egg soup'],['Lao' 'Thai'],['Lao' 'Thai'],['Laos' 'Northern Thailand'],['Laos' 'Thailand' 'Cambodia'],South Eastern Asia,,,,,"The dish is a soup made from the eggs of the weaver ant species. Recipes for the dish may include ingredients such as chicken stock, lemongrass, fish sauce, chilies, tamarind, shallot and spring onion."
Avgolemono,"[{'αυγολέμονο': 'not_stated'}, {'αβγολέμονο': 'not_stated'}]",['soup'],['egg soup'],['Greek'],['Greek'],['Greece'],['Greece'],Southern Europe,,,,,"The dish is a family of sauces and soups made with egg yolk and lemon juice mixed with broth, heated until they thicken. As a soup, this dish usually starts with chicken broth, though meat (usually lamb), fish, or vegetable broths are also used."
Baghali ghatogh,[{'باقالی قاتق': 'Persian'}],['stew'],['beans stew'],['Iranian'],['Iranian'],['Gilan' 'Mazandaran'],['Iran'],Southern Asia,,,,,"The dish is a stew made with fava beans, dill, and eggs. It's usually served with  rice dish. It is spiced with turmeric, salt, garlic, and sometimes pepper."
Balut,"[{'paung tea kaun': 'Cambodian'}, {'trứng vịt lộn': 'Vietnamese'}, {'hột vịt lộn': 'Vietnamese'}]",['egg'],['egg'],['Filipino'],['Filipino'],['Philippines'],['Philippines' 'Vietnam' 'Cambodia'],South Eastern Asia,,,,,The dish is a fertilized developing egg embryo that is boiled or steamed and eaten from the shell.
Fried egg,"[{'Spiegeleier': 'German'}, {'Spiegelei': 'German'}]",['egg'],['fried egg'],['Global'],['Global'],['Global'],['Global'],Global,,,,,It is a cooked dish made from one or more eggs which are removed from their shells and placed into a frying pan and fried.
Carbonara,[{'Carbonara': 'Italian'}],['pasta'],['pasta'],['Italian'],['Italian'],['Lazio'],['Italy'],Southern Europe,,,,,"The dish is a pasta dish made with fatty cured pork, hard cheese, eggs, salt, and black pepper."
Century egg,"[{'皮蛋': 'Chinese'}, {'pídàn': 'Chinese (Pinyin)'}, {'pei4 daan2': 'Chinese (Jyutping)'}]",['egg'],['preserved egg'],['Chinese'],['Chinese'],['Hunan'],['China'],Eastern Asia,,,,,"The dish is an egg-based culinary dish made by preserving duck, chicken, or quail eggs in a mixture of clay, ash, salt, quicklime, and rice hulls for several weeks to several months, depending on the processing method."
Çılbır,"[{""no_alias"": []}]",['egg'],['poached egg'],['Turkish'],['Turkish'],['Turkey'],['Turkey' 'Bosnia and Herzegovina' 'Montenegro' 'Serbia'],Western Asia,Southern Europe,,,,The dish consists of poached eggs with yogurt (often with garlic mixed in).
Creamed eggs on toast,"[{""no_alias"": []}]",['bread'],['toast'],['American'],['American'],['American South' 'American Midwest'],['United States'],Northern America,,,,,"The dish consists of toast or biscuits covered in a gravy made from béchamel sauce and chopped hard-boiled eggs. The gravy is often flavored with various seasonings, such as black pepper, garlic powder, celery salt, Worcestershire sauce, sherry, chopped parsley and/or chopped chives."
Boiled egg,[{'no_alias': 'not_stated'}],['egg'],['boiled egg'],['Global'],['Global'],['Global'],['Global'],Global,,,,,"The dish is egg, typically from a chicken, cooked with their shells unbroken, usually by immersion in boiling water. Hard-boiled version are cooked so that the egg white and egg yolk both solidify, while soft-boiled version may leave the yolk, and sometimes the white, at least partially liquid and raw. "
Coddled egg,"[{""option"": ""no_alias""}]",['egg'],['coddled egg'],['Global'],['Global'],['Global'],['Global'],Global,,,,,"The dish refers to eggs that have been cracked into a ramekin or another small container, placed in a water bath or bain-marie and gently or lightly cooked just below boiling temperature. They can be partially cooked, mostly cooked, or hardly cooked at all"
Custard pie,[{'name': 'no_alias'}],['cake' 'dessert'],['pie'],['American'],['American'],['United States'],['United States'],Northern America,,,,,"The dish is any type of uncooked custard mixture placed in an uncooked or partially cooked crust and baked together.The dish commonly refers to a plain mixture of milk, eggs, sugar, salt, vanilla extract and sometimes nutmeg combined with a pie crust."
Danbing,"[{'蛋餅': 'traditional Chinese'}, {'蛋饼': 'simplified Chinese'}, {'Dàn bǐng': 'pinyin'}, {'nn̄g-piánn': 'Pe̍h-ōe-jī'}, {'egg pancake': 'English'}, {'rolled egg crepe': 'English'}]",['pancake'],['pancake'],['Taiwanese'],['Taiwanese'],['Taiwan'],['Taiwan'],Eastern Asia,,,,,"The dish is an egg pancake or rolled egg crepe. The dough is made by kneading flour, potato starch, glutinous rice flour, and water into a thin dough, and an omelet is baked on top of the dough"
Tamagoyaki,"[{'卵焼き': 'Japanese'}, {'玉子焼き': 'Japanese'}, {'tamago fuwafuwa': 'Japanese'}]",['egg'],['omelette'],['Japanese'],['Japanese'],['Japan'],['Japan'],Eastern Asia,,,,,The dish is a type of omelette made by rolling together several layers of fried beaten eggs. It is often prepared in a rectangular pan.
Divinity,"[{""name"": ""no_alias""}]",['confectionery'],['confectionery'],['American'],['American'],['United States'],['United States'],Northern America,,,,,"The dish is a nougat-like confection made with whipped egg white, corn syrup, and sugar. Optional ingredients such as flavors, chopped dried fruit and chopped nuts are frequently added."
Deep fried egg,[{'section': 'not_stated'}],['egg'],['fried egg'],['Global'],['Global'],['Global'],['Global'],Global,,,,,"It is an egg dish consisting of an egg that has been deep fried. Sometimes the dish is prepared only using the egg yolk. Various types of eggs can be used, such as chicken, duck and quail eggs."
Egg bhurji,"[{'Anda Bhurji': 'not_stated'}, {'Ande ka Khagina': 'not_stated'}]",['egg'],['scrambled egg'],['Indian'],['Indian'],['India Subcontinent'],['India' 'Sri Lanka' 'Pakistan' 'Nepal' 'Bhutan' 'Bangladesh'],Southern Asia,,,,,"The dish is a scrambled egg with tomatoes, chilies, onion, and fragrant spices."
Egg butter,"[{'munavoi': 'Finnish'}, {'munavõi': 'Estonian'}, {'eggesmør': 'Norwegian'}]",['egg' 'spread'],['boiled egg' 'spread'],['Finnish'],['Finnish'],['Finland'],['Finland' 'Estonia'],Northern Europe,,,,,The dish is a mixture of butter and chopped hard boiled eggs.
Zucchini slice,[{'option': 'not_stated'}],['egg'],['omelette'],['Australian' 'New Zealand'],['Australian' 'New Zealand'],['Australia' 'New Zealand'],['Australia' 'New Zealand'],Australia and New Zealand,,,,,"The dish consists of zucchini, eggs, cheese, usually bacon, and flour, baked to form a flat loaf. It is then cut into squares and served as a main dish or a side dish, often eaten for lunch."
Zabaione,"[{'Zabaglione': 'Italian'}, {'Zabajone': 'Italian'}, {'Sabayon': 'French'}]",['dessert'],['dessert'],['Italian'],['Italian'],['Piedmont'],['Italy'],Southern Europe,,,,,"The dish is a type of dessert, or sometimes a beverage, made with egg yolks, sugar, and a sweet wine. Some versions of the recipe incorporate spirits such as cognac. The dessert version is a light custard, whipped to incorporate a large amount of air."
Tokneneng,[{'no_alias': 'not_stated'}],['egg'],['boiled egg'],['Filipino'],['Filipino'],['Philippines'],['Philippines'],South Eastern Asia,,,,,The dish is a tempura-like street food made by deep-frying orange batter covered hard-boiled chicken or duck eggs.
Telur pindang,"[{'name': 'not_stated'}, {'name': 'not_stated'}, {'name': 'not_stated'}, {'name': 'not_stated'}, {'name': 'not_stated'}]",['egg'],['boiled egg'],['Indonesian'],['Indonesian'],['Java' 'Sumatra'],['Indonesia' 'Malaysia' 'Singapore'],South Eastern Asia,,,,,"The dish is a hard-boiled egg cooked in the pindang process. The eggs are boiled slowly in water mixed with salt, soy sauce, shallot skins, teak leaf, and other spices."
Telur gulung,[{'name': 'no_alias'}],['egg'],['fried egg'],['Indonesian'],['Indonesian'],['Java'],['Indonesia'],South Eastern Asia,,,,,The dish is a food in which an egg is fried and then rolled using a skewer which is usually made of bamboo.
Tea egg,"[{'Marble egg': 'English'}, {'茶叶蛋': 'Chinese'}]",['egg'],['boiled egg'],['Chinese'],['Chinese'],['Zhejiang'],['China'],Eastern Asia,,,,,"The dish is a savory food commonly sold as a snack, in which a boiled egg is cracked slightly and then boiled again in tea, and sauce or spices. It is also known as marble egg because cracks in the egg shell create darkened lines with marble-like patterns."
